,Property Type:,Bedrooms:,Bathrooms/WCs:,Floor area:,No. of floors:,Car parking spaces:,Area of land:,Availability:,Nearest bus stop:,Nearest train station:,Price,Location
1322,House,3,3.0,3500 sq.ft.,2.0,4.0,14.67 perches,"
Available now ",50m,,Rs. 80M     ,Pepiliyana
1323,House,3,3.0,5000 sq.ft.,1.0,2.0,39.7 perches,"
Available now ",250m,,Rs. 125M     ,Nugegoda
1324,House,3,3.0,3000 sq.ft.,1.0,5.0,32.42 perches,"
Available now ",200m,,Rs. 140M     ,Colombo 5
1325,House,above 5,5.0,4000 sq.ft.,2.0,3.0,10 perches,"
Available now ",550m,,Rs. 56M     ,Rajagiriya
1326,House,4,4.0,4800 sq.ft.,2.0,6.0,35 perches,"
Available now ",750m,,Rs. 90M     ,Thalawathugoda
1327,House,5,3.0,5000 sq.ft.,2.0,,20p ,"
Available now ",50m,,Rs. 175M     ,Colombo 8
1328,House,4,3.0,3000 sq.ft.,2.0,1.0,10p ,"
Available now ",1km,,Rs. 22M     ,Kadawatha
1329,House,above 5,6.0,7500 sq.ft.,3.0,4.0,18.8 perches,"
Available now ",500m,,Rs. 60M     ,Pita Kotte
1330,House,above 5,5.0,5000 sq.ft.,2.0,6.0,27.5 perches,"
Available now ",750m,,Rs. 50M     ,Thalawathugoda
1331,House,4,4.0,4000 sq.ft.,3.0,2.0,17.4 perches,"
Available now ",200m,,Rs. 120M     ,Battaramulla
1332,House,4,4.0,5300 sq.ft.,3.0,2.0,13 perches,"
Available now ",100m,,Rs. 55M     ,Seeduwa
1333,House,above 5,4.0,4500 sq.ft.,2.0,2.0,19 perches,"
Available now ",200m,,Rs. 45M     ,Nugegoda
1334,House,above 5,7.0,5355 sq.ft.,3.0,2.0,14.75 perches,"
Available now ",150m,,Rs. 120M     ,Mount Lavinia
1335,House,above 5,4.0,3000 sq.ft.,2.0,4.0,28 perches,"
Available now ",,,Rs. 35M     ,Malabe
1336,House,3,2.0,1700 sq.ft.,2.0,2.0,10 perches,"
Available now ",650km,,Rs. 20M     ,Athurugiriya
1337,House,3,2.0,2150 sq.ft.,2.0,2.0,8 perches,"
Available now ",500m,,Rs. 45M     ,Nawala
1338,House,5,4.0,4300 sq.ft.,3.0,2.0,11 perches,"
Available now ",750m,,Rs. 41M     ,Thalawathugoda
1339,House,above 5,8.0,5772 sq.ft.,3.0,6.0,22.17 perches,"
Available now ",,,Rs. 75M     ,Kandy
1340,House,5,6.0,5000 sq.ft.,3.0,6.0,20 perches,"
Available now ",750m,,Rs. 60M     ,Pelawatte
1341,House,5,5.0,3000 sq.ft.,3.0,2.0,10 perches,"
Available now ",2km,,Rs. 39M     ,Battaramulla
1342,House,4,4.0,4300 sq.ft.,3.0,2.0,10 perches,"
Available now ",,,Rs. 26.5M     ,Malabe
1343,House,4,3.0,2400 sq.ft.,2.0,2.0,9.5 perches,"
Available now ",,,Rs. 30M     ,Thalahena
1344,House,4,5.0,4700 sq.ft.,2.0,6.0,55 perches,"
Available now ",,,Rs. 200M     ,Pelawatte
1345,House,4,3.0,4500 sq.ft.,2.0,2.0,11 perches,"
Available now ",,,Rs. 69M     ,Madiwela
1346,House,4,4.0,12150 sq.ft.,2.0,6.0,57.7 perches,"
Available now ",200m,,Rs. 450M     ,Rajagiriya
1347,House,5,2.0,4000 sq.ft.,2.0,4.0,22 perches,"
Available now ",,,Rs. 310M     ,Colombo 7
1348,House,4,3.0,5500 sq.ft.,2.0,2.0,28 perches,"
Available now ",,,Rs. 120M ONO   ,Thalawathugoda
1349,House,3,1.0,2000 sq.ft.,1.0,2.0,,"
Available now ",,,Rs. 17M ONO   ,Kandana
1350,House,3,2.0,2000 sq.ft.,,,16 perches,"
Available now ",,,Rs. 13.8M     ,Kadawatha
1351,House,4,4.0,2400 sq.ft.,1.0,2.0,10 perches,"
For Urgent Sale ",,,Rs. 22M ONO   ,Hokandara
1352,House,above 5,6.0,3000 sq.ft.,,,17.9 perches,"
Available now ",,,    ,Rathmalana
1353,House,3,2.0,2600 sq.ft.,2.0,2.0,12.9 perches,"
Available now ",,,Rs. 35M ONO   ,Hokandara
1354,House,5,4.0,3200 sq.ft.,3.0,4.0,10 perches,"
Available now ",750m,,Rs. 40M     ,Udahamulla
1355,House,5,3.0,4000 sq.ft.,2.0,6.0,40 perches,"
Available now ",,,    ,Pelawatte
1356,House,4,3.0,2800 sq.ft.,2.0,2.0,8.5 perches,"
Available now ",,,Rs. 34M     ,Thalawathugoda
1357,House,4,3.0,4200 sq.ft.,2.0,2.0,,"
Available now ",,,Rs. 55M ONO   ,Battaramulla
1358,House,3,3.0,4000 sq.ft.,2.0,2.0,76 perches,"
Available now ",,,Rs. 55M ONO   ,Kandy
1359,House,5,3.0,4500 sq.ft.,3.0,2.0,34 perches,"
Available now ",100m,,Rs. 35M ONO   ,Mulleriyawa
1360,House,3,2.0,3500 sq.ft.,2.0,2.0,10 perches,"
Available now ",,,Rs. 29.5M ONO   ,Ja Ela
1361,House,3,2.0,3000 sq.ft.,2.0,3.0,20 perches,"
For Urgent Sale ",100m,,Rs. 120M ONO   ,Colombo 5
1362,House,3,2.0,2100 sq.ft.,1.0,2.0,50 perches,"
For Urgent Sale ",100m,800m,Rs. 35M ONO   ,Ja Ela
1363,House,5,,7500 sq.ft.,3.0,2.0,20 perches,"
Available now ",150m,,Rs. 150M     ,Nawala
1364,House,5,3.0,3500 sq.ft.,2.0,2.0,20 perches,"
Available now ",50m,,Rs. 38M ONO   ,Kadawatha
1365,House,4,3.0,3500 sq.ft.,2.0,2.0,7 perches,"
Available now ",80m,,Rs. 47.5M ONO   ,Battaramulla
1366,House,4,3.0,6000 sq.ft.,2.0,2.0,10 perches,"
Available now ",,,Rs. 55M ONO   ,Malabe
1367,House,above 5,2.0,3000 sq.ft.,1.0,3.0,30 perches,"
Available now ",500m,,Rs. 20M     ,Horana
1368,House,2,2.0,3300 sq.ft.,2.0,2.0,16.4 perches,"
Available now ",,,Rs. 75M ONO   ,Dehiwala
1369,House,above 5,4.0,4000 sq.ft.,3.0,2.0,9 perches,"
Available now ",100m,2km,Rs. 70M     ,Rajagiriya
1370,House,5,5.0,12000 sq.ft.,,,29 perches,"
Available now ",,,Rs. 150M     ,Colombo 6
1371,House,4,3.0,3800 sq.ft.,2.0,2.0,10.5 perches,"
Available now ",,,Rs. 34M     ,Thalawathugoda
1372,House,5,5.0,4000 sq.ft.,2.0,3.0,10.5 perches,"
Available now ",,1km,Rs. 80M approx   ,Kandy
1373,House,4,3.0,2500 sq.ft.,1.0,1.0,10 perches,"
Available now ",300m,1km,Rs. 23M     ,Maharagama
1374,House,3,,,,,132 perches,"
Available now ",,,Rs. 27.5M     ,Ahangama
1375,House,4,4.0,3000 sq.ft.,2.0,2.0,7.6 perches,"
Sold ",500km,,Rs. 24M     ,Koswatta
1376,House,4,3.0,6000 sq.ft.,,3.0,,"
Sold ",,,Rs. 85M     ,Rajagiriya
1377,House,above 5,,5000 sq.ft.,3.0,6.0,65 perches,"
Available now ",550m,,Rs. 230M     ,Battaramulla
1378,House,4,3.0,2675 sq.ft.,2.0,2.0,10.12 perches,"
Available now ",200m,,Rs. 53M     ,Malabe
1379,House,3,1.0,1500 sq.ft.,1.0,2.0,15.5 perches,"
Available now ",500m,,Rs. 10M     ,Negombo
1380,House,above 5,,,,2.0,14.5 perches,"
Available now ",50m,50m,Rs. 80M     ,Nugegoda
1381,House,5,4.0,,,3.0,31 perches,"
Available now ",,,Rs. 85M     ,Thalawathugoda
1382,House,5,4.0,4655 sq.ft.,2.0,4.0,27.55 perches,"
Available now ",,,Rs. 78M     ,Rajagiriya
1383,House,above 5,10.0,15000 sq.ft.,,,25 perches,"
Available now ",,,Rs. 200M     ,Battaramulla
1384,House,1,1.0,1100 sq.ft.,,,,"
Available now ",,,Rs. 33M     ,Colombo 8
1385,House,5,4.0,3900 sq.ft.,3.0,2.0,10 perches,"
Sold ",,,Rs. 65M     ,Nawala
1386,House,4,4.0,,2.0,4.0,10.5 perches,"
Available now ",,,Rs. 48.5M     ,Pelawatte
1387,House,3,3.0,2000 sq.ft.,,6.0,64  perches,"
Sold ",,,Rs. 17M ONO   ,Kandy
1388,House,5,5.0,4400 sq.ft.,3.0,6.0,12 perches,"
Available now ",1km,,Rs. 65M     ,Boralesgamuwa
1389,House,above 5,5.0,4500 sq.ft.,,6.0,29.8 perches,"
Available now ",,,Rs. 150M     ,Nawala
1390,House,5,2.0,3000 sq.ft.,1.0,6.0,92 perches,"
Available now ",,,Rs. 15M     ,Mathugama
1391,House,4,2.0,2500 sq.ft.,2.0,2.0,15.5 perches,"
Available now ",1km,,Rs. 29M ONO   ,Thalawathugoda
1392,House,4,,4000 sq.ft.,3.0,2.0,16.7 perches,"
Available now ",750m,,Rs. 65M     ,Pita Kotte
1393,House,4,5.0,3600 sq.ft.,,2.0,14.7 perches,"
Sold ",,,Rs. 36M     ,Kandy
1394,House,above 5,6.0,6500 sq.ft.,3.0,3.0,16 perches,"
Available now ",150m,,Rs. 75M     ,Dehiwala
1395,House,4,3.0,4400 sq.ft.,2.0,3.0,23 perches,"
Available now ",200m,,Rs. 75M     ,Ethul Kotte
1396,House,4,3.0,5500 sq.ft.,3.0,4.0,16.6 perches,"
Available now ",200m,,Rs. 65M     ,Katugastota
1397,House,3,2.0,3200 sq.ft.,2.0,2.0,7.9 perches,"
Sold ",,,Rs. 72M ONO   ,Colombo 5
1398,House,4,3.0,3500 sq.ft.,,5.0,15 perches,"
Available now ",,,Rs. 58M     ,Kandy
1399,House,3,2.0,4000 sq.ft.,,2.0,13.5 perches,"
Available now ",400m,,Rs. 55M ONO   ,Mount Lavinia
1400,House,5,5.0,4500 sq.ft.,3.0,2.0,12.5 perches,"
For Urgent Sale ",300m,,Rs. 85M     ,Kandy
1401,House,above 5,5.0,4000 sq.ft.,3.0,3.0,10.5 perches,"
For Urgent Sale ",200m,,Rs. 75M ONO   ,Kandy
1402,House,4,3.0,,2.0,,5.9 perches,"
Available now ",,,Rs. 83M     ,Colombo 7
1403,House,5,4.0,2500 sq.ft.,,,9 perches,"
Available now ",,,Rs. 30M     ,Thalawathugoda
1404,House,5,2.0,3500 sq.ft.,2.0,,13.5 perches,"
Available now ",800m,,Rs. 26M     ,Thalahena
1405,House,above 5,5.0,3500 sq.ft.,3.0,2.0,7  perches,"
Available now ",,,Rs. 150M     ,Colombo 3
1406,House,4,3.0,3000 sq.ft.,2.0,,,"
Available now ",,,Rs. 36.6M ONO   ,Maharagama
1407,House,4,4.0,7200 sq.ft.,,6.0,28 perches,"
Sold ",,,Rs. 80M     ,Piliyandala
1408,House,3,4.0,2700 sq.ft.,,2.0,,"
Available now ",,,Rs. 60M     ,Dehiwala
1409,House,5,5.0,5200 sq.ft.,,5.0,11 perches,"
Sold ",,,Rs. 60M     ,Rajagiriya
1410,House,3,3.0,,,,13.84 perches,"
Available now ",,,Rs. 25M     ,Seeduwa
1411,House,above 5,5.0,5000 sq.ft.,,6.0,103 perches,"
For Urgent Sale ",100m,,Rs. 120M ONO   ,Kandy
1412,House,above 5,6.0,6000 sq.ft.,2.0,6.0,81 perches,"
For Urgent Sale ",,,Rs. 92M ONO   ,Negombo
1413,House,3,3.0,2600 sq.ft.,3.0,3.0,23 perches,"
Available now ",200m,,Rs. 35M     ,Weligama
1414,House,4,3.0,3800 sq.ft.,2.0,2.0,10 perches,"
Available now ",300m,,Rs. 23M     ,Malabe
1415,House,3,3.0,,,,23 perches,"
Available now ",,,Rs. 185M     ,Colombo 5
1416,House,4,4.0,3400 sq.ft.,2.0,2.0,10.9 perches,"
For Urgent Sale ",,,Rs. 85M ONO   ,Dehiwala
1417,House,4,3.0,3000 sq.ft.,2.0,4.0,10 perches,"
Available now ",50m,,Rs. 48M ONO   ,Malabe
1418,House,above 5,5.0,4800 sq.ft.,2.0,,57 perches,"
For Urgent Sale ",500m,,Rs. 57M ONO   ,Chilaw
1419,House,3,4.0,5000 sq.ft.,3.0,4.0,13.3 perches,"
For Urgent Sale ",100m,,Rs. 74M ONO   ,Mount Lavinia
1420,House,5,3.0,4500 sq.ft.,2.0,6.0,36 perches,"
Available now ",200m,,Rs. 200M     ,Battaramulla
1421,House,5,5.0,6000 sq.ft.,3.0,4.0,18.1 perches,"
Available now ",100m,,Rs. 105M     ,Ethul Kotte
1422,House,3,3.0,3500 sq.ft.,2.0,2.0,18.8 perches,"
For Urgent Sale ",,,Rs. 70M ONO   ,Battaramulla
1423,House,2,2.0,1000 sq.ft.,1.0,1.0,8 perches,"
Available now ",100m,,Rs. 25M     ,Kaduwela
1424,House,2,1.0,800 sq.ft.,,,8 perches,"
Withdrawn ",,,Rs. 4.85M     ,Gampaha
1425,House,4,3.0,3500 sq.ft.,2.0,3.0,12 perches,"
Available now ",250m,,Rs. 55M     ,Pita Kotte
1426,House,above 5,7.0,8000 sq.ft.,,,55 perches,"
Available now ",,,Rs. 6.3M     ,Nawala
1427,House,2,2.0,984 sq.ft.,,1.0,,"
Sold ",,,Rs. 36M     ,Colombo 7
1428,House,4,4.0,12150 sq.ft.,2.0,6.0,57.7 perches,"
Available now ",200m,,Rs. 450M     ,Rajagiriya
1429,House,5,3.0,4084 sq.ft.,,2.0,15 perches,"
Available now ",,,Rs. 36M     ,Maharagama
1430,House,5,2.0,2400 sq.ft.,,,20 perches,"
Available now ",,,Rs. 17.5M     ,Nittambuwa
1431,House,5,3.0,5610 sq.ft.,2.0,,50 perches,"
Available now ",,,    ,Mirigama
1432,House,2,,2500 sq.ft.,2.0,1.0,8.5 perches,"
Available now ",,,Rs. 16M     ,Himbutana
1433,House,5,4.0,5000 sq.ft.,2.0,6.0,31.68 perches,"
Available now ",250m,,Rs. 100M     ,Boralesgamuwa
1434,House,above 5,5.0,10000 sq.ft.,,6.0,30 perches,"
Available now ",1km,1km,Rs. 245M     ,Colombo 5
1435,House,5,4.0,3000 sq.ft.,3.0,2.0,6 perches,"
Available now ",150m,,Rs. 29.8M     ,Homagama
1436,House,4,3.0,4000 sq.ft.,2.0,2.0,33.7 perches,"
Available now ",,,Rs. 95M     ,Dehiwala
1437,House,3,3.0,3000 sq.ft.,2.0,2.0,10.5 perches,"
Available now ",500m,,Rs. 26M     ,Malabe
1438,House,4,3.0,2500 sq.ft.,,,,"
Available now ",,,Rs. 38M     ,Nawala
1439,House,2,2.0,1476 sq.ft.,1.0,2.0,9.75 perches,"
Available now ",400m,,Rs. 40M     ,Pelawatte
1440,House,4,4.0,,2.0,,10 perches,"
Available now ",,,Rs. 43M     ,Nugegoda
1441,House,5,3.0,3000 sq.ft.,2.0,,8 perches,"
Available now ",,,Rs. 30M     ,Pita Kotte
1442,House,above 5,,5000 sq.ft.,2.0,6.0,20 perches,"
Available now ",,,Rs. 400M     ,Colombo 7
1443,House,3,2.0,,,,7.5 Perches ,"
Available now ",,,Rs. 11M     ,Nittambuwa
1444,House,3,3.0,1500 sq.ft.,,,,"
Available now ",,,    ,Nittambuwa
1445,House,3,2.0,1500 sq.ft.,,,6 perches,"
Available now ",,,    ,Yakkala
1446,House,4,4.0,,,,20 perches,"
Available now ",,,Rs. 198M     ,Colombo 10
1447,House,4,4.0,5800 sq.ft.,1.0,,40 perches,"
Available now ",,,Rs. 58M     ,Uswetakeiyawa
1448,House,3,3.0,1700 sq.ft.,2.0,,8.6 perches,"
Withdrawn ",,,Rs. 13.25M ONO   ,Ragama
1449,House,4,1.0,1200 sq.ft.,1.0,,1 acres,"
Available now ",,,    ,Anuradhapura
1450,House,2,,,,,10  perches,"
Available now ",,,Rs. 5.7M     ,Weliweriya
1451,House,4,3.0,2830 sq.ft.,,2.0,115 perches,"
Sold ",,,Rs. 40M     ,Thalawathugoda
1452,House,4,4.0,5000 sq.ft.,,,22 perches,"
Available now ",,,Rs. 180M     ,Rajagiriya
1453,House,4,4.0,1400 sq.ft.,3.0,,6  perches,"
Available now ",,,Rs. 23M     ,Thalangama
1454,House,1,,,,,,"
Available now ",,,Rs. 55M     ,Kandy
1455,House,5,4.0,,2.0,2.0,,"
Available now ",,,Rs. 49.5M     ,Thalawathugoda
1456,House,above 5,5.0,8200 sq.ft.,3.0,,41 perches ,"
Available now ",,,Rs. 75M     ,Nittambuwa
1457,House,5,5.0,5500 sq.ft.,2.0,,,"
Available now ",,,Rs. 240M     ,Colombo 6
1458,House,5,2.0,,,,30 Perches ,"
Available now ",,,    ,Homagama
1459,House,4,1.0,,,,13.5 perches,"
Available now ",,,    ,Gampaha
1460,House,above 5,6.0,3600 sq.ft.,3.0,2.0,8  perches,"
Available now ",300m,,    ,Kegalle
1461,House,1,,,,,15.5 perches,"
Withdrawn ",,,    ,Naiwala
1462,House,3,1.0,,,,16.05 perches,"
Withdrawn ",,,    ,Gampaha
1463,House,3,2.0,1900 sq.ft.,2.0,,10 perches,"
Withdrawn ",,,    ,Ragama
1464,House,3,3.0,,,,7 perches,"
Available now ",,,Rs. 55M     ,Colombo 8
1465,House,5,4.0,4800 sq.ft.,2.0,3.0,22 perches,"
Available now ",,,    ,Pelawatte
1466,House,5,5.0,5000 sq.ft.,2.0,2.0,12.9 perches,"
Available now ",,,Rs. 100M     ,Battaramulla
1467,,,,,,,,,,,Rs. 16.8M ONO   ,Homagama
1468,,,,,,,,,,,Rs. 3.8M ONO   ,Hambantota
1469,,,,,,,,,,,Rs. 55M ONO   ,Mount Lavinia
1470,,,,,,,,,,,Rs. 3.5M ONO   ,Moratuwa
1471,House,5,3.0,4500 sq.ft.,2.0,2.0,19.5 perches,"
Available now ",,,Rs. 155M ONO   ,Colombo 5
1472,,,,,,,,,,,Rs. 42M ONO   ,Piliyandala
1473,House,4,3.0,,2.0,,18 perches,"
For Urgent Sale ",,,Rs. 65M ONO   ,Pita Kotte
1474,House,4,3.0,2200 sq.ft.,2.0,3.0,18.5 perches,"
Available now ",500m,500m,Rs. 90M     ,Nugegoda
1475,House,2,1.0,450 sq.ft.,,,,"
Available now ",,,Rs. 5.9M     ,Mabola
1476,House,4,6.0,3400 sq.ft.,2.0,2.0,15 perches,"
Available now ",,,Rs. 30M ONO   ,Piliyandala
1477,,,,,,,,,,,Rs. 22.5M ONO   ,Kurunegala
1478,House,4,5.0,2500 sq.ft.,2.0,,7 perches,"
Available now ",,,Rs. 25.5M ONO   ,Piliyandala
1479,House,5,5.0,4800 sq.ft.,3.0,3.0,12 perches,"
Available now ",,,Rs. 65M ONO   ,Nugegoda
1480,House,4,,4000 sq.ft.,3.0,,7.8 perches,"
Available now ",50m,1km,Rs. 190M     ,Colombo 4
1481,House,4,3.0,3400 sq.ft.,2.0,3.0,15 perches,"
Available now ",,,Rs. 37.5M ONO   ,Thalawathugoda
1482,,,,,,,,,,,Rs. 37.4M ONO   ,Rathmalana
1483,House,above 5,5.0,7500 sq.ft.,4.0,4.0,16.5 perches,"
Available now ",,,Rs. 85M     ,Pannipitiya
1484,,,,,,,,,,,Rs. 1.56M     ,Ratnapura
1485,,,,,,,,,,,Rs. 30M     ,Kiribathgoda
1486,,,,,,,,,,,Rs. 19.5M approx   ,Kesbewa
1487,,,,,,,,,,,Rs. 9.5M ONO   ,Nittambuwa
1488,House,above 5,5.0,4000 sq.ft.,3.0,4.0,10.3 perches,"
Available now ",,,Rs. 65M     ,Kolonnawa
1489,,,,,,,,,,,Rs. 8.7M ONO   ,Homagama
1490,House,5,4.0,4090 sq.ft.,2.0,2.0,20.5 perches,"
Available now ",,,Rs. 100M     ,Nugegoda
1491,,,,,,,,,,,Rs. 58.5M     ,Kottawa
1492,House,4,2.0,1800 sq.ft.,2.0,,11.6 perches,"
Available now ",,,Rs. 44.08M ONO   ,Nugegoda
1493,,,,,,,,,,,Rs. 6.5M     ,Katugastota
1494,House,1,,,,,10  perches,"
Available now ",,,Rs. 80M ONO   ,Colombo 8
1495,,,,,,,,,,,Rs. 39M     ,Kottawa
1496,House,above 5,5.0,,,,135 perches,"
Available now ",,,Rs. 50M     ,Matale
1497,House,above 5,4.0,9000 sq.ft.,,,,"
Available now ",,,Rs. 160M     ,Rajagiriya
1498,,,,,,,,,,,Rs. 16M     ,Tangalle
1499,,,,,,,,,,,Rs. 12.5M     ,Arukgoda
1500,,,,,,,,,,,Rs. 10M     ,Galle
1501,,,,,,,,,,,Rs. 18M ONO   ,Kadawatha
1502,,,,,,,,,,,Rs. 36.13M approx   ,Piliyandala
1503,House,above 5,5.0,,2.0,5.0,36.97 perches,"
Available now ",,,Rs. 238M     ,Mount Lavinia
1504,House,2,2.0,2000 sq.ft.,,3.0,12.87 perches,"
Available now ",,,Rs. 160M     ,Colombo 5
1505,,,,,,,,,,,Rs. 19M ONO   ,Ja Ela
1506,,,,,,,,,,,Rs. 35M approx   ,Nugegoda
1507,House,4,5.0,3000 sq.ft.,,2.0,15.6 perches,"
Available now ",,,Rs. 85M     ,Nawala
1508,,,,,,,,,,,Rs. 1.2M ONO   ,Galle
1509,House,4,4.0,,2.0,,23 perches,"
Available now ",,,Rs. 402.5M     ,Colombo 7
1510,,,,,,,,,,,Rs. 45M ONO   ,Gampola
1511,,,,,,,,,,,Rs. 25M ONO   ,Piliyandala
1512,,,,,,,,,,,Rs. 9.5M     ,Colombo 7
1513,House,4,3.0,4000 sq.ft.,2.0,2.0,13.5 perches,"
Available now ",,,Rs. 30.5M ONO   ,Homagama
1514,,,,,,,,,,,Rs. 1.96M ONO   ,Mawaramandiya
1515,House,above 5,4.0,4000 sq.ft.,2.0,2.0,7 perches,"
For Urgent Sale ",200m,3km,Rs. 40M ONO   ,Kolonnawa
1516,,,,,,,,,,,Rs. 7.5M     ,Panadura
1517,House,2,1.0,,,,53 perches,"
Available now ",,,Rs. 1.5M     ,Bandarawela
1518,,,,,,,,,,,Rs. 40M approx   ,Wattala
1519,,,,,,,,,,,Rs. 7M ONO   ,Panadura
1520,House,above 5,6.0,2400 sq.ft.,2.0,,9.45 perches,"
Available now ",,,Rs. 97M     ,Colombo 6
1521,,,,,,,,,,,Rs. 26M     ,Mirigama
1522,,,,,,,,,,,Rs. 57.5M approx   ,Mount Lavinia
1523,,,,,,,,,,,Rs. 4.3M     ,Kurunegala
1524,House,2,1.0,1500 sq.ft.,1.0,1.0,6.6 perches,"
Available now ",800m,,Rs. 13M     ,Boralesgamuwa
1525,House,4,3.0,1950 sq.ft.,2.0,3.0,,"
Available now ",,,Rs. 22.5M     ,Malabe
1526,,,,,,,,,,,Rs. 21M ONO   ,Madapatha
1527,House,4,3.0,2750 sq.ft.,,,10.25 perches,"
Available now ",,,Rs. 30M     ,Kadawatha
1528,,,,,,,,,,,Rs. 24M upwards   ,Athurugiriya
1529,,,,,,,,,,,Rs. 6.5M ONO   ,Panadura
1530,,,,,,,,,,,Rs. 18.7M ONO   ,Anuradhapura
1531,House,2,2.0,3167 sq.ft.,2.0,,11.83 perches,"
Available now ",,,Rs. 26.5M     ,Kerawalapitiya
1532,House,4,3.0,1500 sq.ft.,,,,"
Available now ",,,Rs. 90M     ,Nugegoda
1533,House,3,2.0,,1.0,6.0,15 perches,"
For Urgent Sale ",500km,500km,Rs. 30M     ,Balangoda
1534,House,4,4.0,2500 sq.ft.,2.0,2.0,,"
Available now ",,,Rs. 42M     ,Dehiwala
1535,House,3,3.0,2125 sq.ft.,,6.0,,"
Available now ",,,Rs. 57M     ,Dehiwala
1536,,,,,,,,,,,Rs. 7.5M     ,Kurana
1537,House,2,1.0,2000 sq.ft.,2.0,2.0,17 perches,"
Available now ",,,Rs. 17.5M ONO   ,Pannipitiya
1538,,,,,,,,,,,Rs. 12M     ,Waikkal
1539,House,4,4.0,5825 sq.ft.,,,15.5 perches,"
Available now ",,,Rs. 165M     ,Colombo 8
1540,House,4,2.0,1500 sq.ft.,2.0,2.0,19 perches,"
Available now ",300m,3km,Rs. 22M approx   ,Polonnaruwa
1541,,,,,,,,,,,Rs. 22.5M ONO   ,Polonnaruwa
1542,House,3,,,,,19  perches,"
Available now ",,,Rs. 190M     ,Colombo 5
1543,,,,,,,,,,,Rs. 9M     ,Kaduwela
1544,,,,,,,,,,,Rs. 50M ONO   ,Kalutara
1545,,,,,,,,,,,Rs. 12.5M ONO   ,Mawaramandiya
1546,,,,,,,,,,,Rs. 18.5M ONO   ,Hedeniya
1547,,,,,,,,,,,Rs. 6.5M ONO   ,Kotugoda
1548,,,,,,,,,,,Rs. 18.9M ONO   ,Ja Ela
1549,,,,,,,,,,,Rs. 19M approx   ,Beruwala
1550,House,5,5.0,3000 sq.ft.,,4.0,16 perches,"
Available now ",,,Rs. 85M     ,Battaramulla
1551,,,,,,,,,,,Rs. 8.5M     ,Digana
1552,House,above 5,7.0,3500 sq.ft.,,4.0,30 perches,"
Available now ",1km,1km,Rs. 15M ONO   ,Ariyalai
1553,House,3,2.0,1500 sq.ft.,,,,"
Available now ",,,Rs. 36M     ,Dehiwala
1554,,,,,,,,,,,Rs. 4.16M upwards   ,Madampe
